Day;nrEmpty;nrGrass;nrRabbits;nrFemaleRabbits;nrMaleRabbits;nrFoxes;nrFemaleFoxes;nrMaleFoxes;av.LevelGRass;av.AgeRabbit;av.AgeFox;changeOfEmpty;changeOfGrass;changeOfRabbit;changeOfFox;
Initial Day;109;88;162;84;78;41;24;17;1;0;0;109;88;162;41
1;23;176;160;83;77;41;24;17;3.05;1;1;-86;88;-2;0
2;9;192;158;81;77;41;24;17;3;2;2;-14;16;-2;0
3;16;152;191;102;89;41;24;17;1.7;1.52;3;7;-40;33;0
4;6;192;159;90;69;43;25;18;1.22;1.95;3.21;-10;40;-32;2
5;4;182;169;99;70;45;26;19;1.09;2.43;3.73;-2;-10;10;2
6;2;165;187;108;79;46;27;19;0.78;2.06;4.37;-2;-17;18;1
7;1;181;171;84;87;47;27;20;0.49;2.27;4.91;-1;16;-16;1
8;0;189;160;83;77;51;31;20;0.42;2.13;4.82;-1;8;-11;4
9;0;195;149;77;72;56;33;23;0.52;1.83;5.11;0;6;-11;5
10;0;205;134;69;65;61;33;28;0.61;1.88;5.03;0;10;-15;5
11;0;221;118;57;61;61;32;29;0.59;2.01;5.21;0;16;-16;0
12;1;247;100;49;51;52;25;27;0.79;2.07;5.15;1;26;-18;-9
13;0;256;98;47;51;46;24;22;0.98;2.29;3.63;-1;9;-2;-6
14;0;248;107;51;56;45;25;20;1.42;2.11;3.91;0;-8;9;-1
15;0;237;113;52;61;50;28;22;1.56;2.04;3.9;0;-11;6;5
16;0;240;109;49;60;51;29;22;1.59;2.16;3.82;0;3;-4;1
17;0;235;114;45;69;51;26;25;1.6;2.07;3.75;0;-5;5;0
18;0;239;111;43;68;50;27;23;1.67;2.06;3.88;0;4;-3;-1
19;0;249;100;46;54;51;26;25;1.7;2.11;4.37;0;10;-11;1
20;0;262;92;44;48;46;21;25;1.72;1.95;4.87;0;13;-8;-5
21;0;261;90;44;46;49;23;26;1.87;2.02;4.27;0;-1;-2;3
22;0;268;83;39;44;49;25;24;1.94;2.06;4;0;7;-7;0
23;0;277;80;37;43;43;23;20;2.01;2.1;3.58;0;9;-3;-6
24;0;269;87;44;43;44;23;21;2.19;2.28;4.48;0;-8;7;1
25;0;265;89;43;46;46;23;23;2.27;2.1;4.09;0;-4;2;2
26;0;271;83;39;44;46;25;21;2.29;2.02;4.17;0;6;-6;0
27;0;275;78;38;40;47;25;22;2.28;2;4;0;4;-5;1
28;0;279;81;37;44;40;24;16;2.34;2.16;3.43;0;4;3;-7
29;0;269;86;37;49;45;26;19;2.41;2.14;3.24;0;-10;5;5
30;0;270;87;39;48;43;25;18;2.48;2.22;2.84;0;1;1;-2
31;0;273;85;38;47;42;26;16;2.52;2.56;3.24;0;3;-2;-1
32;0;281;78;35;43;41;28;13;2.52;2.04;3.78;0;8;-7;-1
33;0;273;87;42;45;40;27;13;2.73;2;3.58;0;-8;9;-1
34;0;280;82;41;41;38;25;13;2.73;1.76;3.42;0;7;-5;-2
35;0;282;77;42;35;41;27;14;2.73;2.04;3.44;0;2;-5;3
36;0;281;85;49;36;34;20;14;2.78;1.78;3.85;0;-1;8;-7
37;0;289;78;44;34;33;19;14;2.8;2.15;4.45;0;8;-7;-1
38;0;295;74;35;39;31;16;15;2.82;2.28;3.94;0;6;-4;-2
39;0;291;78;34;44;31;17;14;2.99;1.55;3.45;0;-4;4;0
40;0;295;77;35;42;28;15;13;2.97;1.75;3.96;0;4;-1;-3
41;0;297;78;37;41;25;14;11;3.07;2.28;3.92;0;2;1;-3
42;0;300;78;40;38;22;14;8;3.15;1.99;4.59;0;3;0;-3
43;0;309;68;37;31;23;13;10;3.12;2.29;4.52;0;9;-10;1
44;0;304;73;36;37;23;13;10;3.16;2.62;3.17;0;-5;5;0
45;0;296;84;41;43;20;13;7;3.25;1.9;3.9;0;-8;11;-3
46;0;293;88;44;44;19;12;7;3.29;1.89;3.84;0;-3;4;-1
47;0;293;89;45;44;18;11;7;3.24;1.96;4.5;0;0;1;-1
48;0;298;85;42;43;17;9;8;3.2;1.8;4.18;0;5;-4;-1
49;0;289;92;44;48;19;10;9;3.21;2.25;3.74;0;-9;7;2
50;0;280;98;45;53;22;11;11;3.2;2.1;4.09;0;-9;6;3
51;0;277;102;48;54;21;11;10;3.13;1.83;3.52;0;-3;4;-1
