Day;nrEmpty;nrGrass;nrRabbits;nrFemaleRabbits;nrMaleRabbits;nrFoxes;nrFemaleFoxes;nrMaleFoxes;av.LevelGRass;av.AgeRabbit;av.AgeFox;changeOfEmpty;changeOfGrass;changeOfRabbit;changeOfFox;
Initial Day;92;104;169;80;89;35;17;18;1;0;0;92;104;169;35
1;29;170;166;78;88;35;17;18;2.78;1;1;-63;66;-3;0
2;10;189;166;78;88;35;17;18;2.7;2;2;-19;19;0;0
3;23;146;196;98;98;35;17;18;1.62;1.19;3;13;-43;30;0
4;8;188;168;90;78;36;17;19;1.15;1.55;3.31;-15;42;-28;1
5;8;177;172;88;84;43;18;25;1.06;2.02;3.49;0;-11;4;7
6;5;167;183;93;90;45;20;25;0.74;1.64;3.58;-3;-10;11;2
7;4;184;168;83;85;44;22;22;0.6;2.01;4.25;-1;17;-15;-1
8;2;186;170;85;85;42;20;22;0.54;2.23;4.98;-2;2;2;-2
9;3;183;167;88;79;47;24;23;0.52;1.65;4.47;1;-3;-3;5
10;0;201;150;75;75;49;24;25;0.72;1.9;5;-3;18;-17;2
11;0;214;140;67;73;46;23;23;0.68;2.19;5.98;0;13;-10;-3
12;0;221;142;70;72;37;19;18;0.72;1.95;5.59;0;7;2;-9
13;0;248;118;60;58;34;19;15;0.82;1.94;4.38;0;27;-24;-3
14;0;243;122;62;60;35;17;18;1.07;2.2;3.86;0;-5;4;1
15;0;233;135;68;67;32;16;16;1.27;1.94;4.25;0;-10;13;-3
16;0;232;137;62;75;31;16;15;1.32;2.17;5;0;-1;2;-1
17;0;221;145;60;85;34;19;15;1.27;2.02;4.74;0;-11;8;3
18;0;219;145;64;81;36;21;15;1.21;1.74;4.11;0;-2;0;2
19;0;236;131;56;75;33;20;13;1.22;1.96;4.55;0;17;-14;-3
20;0;232;139;61;78;29;17;12;1.34;1.78;4.41;0;-4;8;-4
21;0;239;131;58;73;30;16;14;1.28;1.85;4.37;0;7;-8;1
22;0;247;124;51;73;29;14;15;1.3;1.94;4.59;0;8;-7;-1
23;0;233;136;57;79;31;17;14;1.41;2.18;4.68;0;-14;12;2
24;0;227;139;60;79;34;17;17;1.42;2.14;4.35;0;-6;3;3
25;0;228;137;66;71;35;18;17;1.38;2.34;4.06;0;1;-2;1
26;0;234;132;65;67;34;17;17;1.42;2.29;4.03;0;6;-5;-1
27;0;240;128;64;64;32;17;15;1.44;2.05;4.56;0;6;-4;-2
28;0;250;119;59;60;31;16;15;1.54;2.24;4.61;0;10;-9;-1
29;0;252;114;56;58;34;18;16;1.54;1.88;3.62;0;2;-5;3
30;0;246;116;52;64;38;19;19;1.76;1.88;3.66;0;-6;2;4
31;0;252;111;53;58;37;19;18;1.73;2.19;4.32;0;6;-5;-1
32;0;258;110;54;56;32;16;16;1.76;2.22;4.59;0;6;-1;-5
33;0;255;111;54;57;34;17;17;1.88;2.14;4.71;0;-3;1;2
34;0;256;111;54;57;33;16;17;1.93;2.19;4.48;0;1;0;-1
35;0;254;116;60;56;30;14;16;2.11;2.03;4.53;0;-2;5;-3
36;0;250;125;60;65;25;11;14;2.14;1.71;4.12;0;-4;9;-5
37;0;260;116;56;60;24;13;11;2.18;1.9;3.92;0;10;-9;-1
38;0;264;113;62;51;23;13;10;2.24;2.14;4.61;0;4;-3;-1
