Day;nrEmpty;nrGrass;nrRabbits;nrFemaleRabbits;nrMaleRabbits;nrFoxes;nrFemaleFoxes;nrMaleFoxes;av.LevelGRass;av.AgeRabbit;av.AgeFox;changeOfEmpty;changeOfGrass;changeOfRabbit;changeOfFox;
Initial Day;107;83;170;80;90;40;17;23;1;0;0;107;83;170;40
1;22;171;167;80;87;40;17;23;3.1;1;1;-85;88;-3;0
2;22;178;160;76;84;40;17;23;2.83;2;2;0;7;-7;0
3;31;132;197;92;105;40;17;23;1.51;1.23;3;9;-46;37;0
4;13;188;156;71;85;43;20;23;1.21;1.76;3.12;-18;56;-41;3
5;7;180;166;80;86;47;21;26;1.2;2.02;3.68;-6;-8;10;4
6;4;167;181;87;94;48;23;25;0.92;1.97;3.81;-3;-13;15;1
7;3;183;163;74;89;51;25;26;0.75;2.28;4.02;-1;16;-18;3
8;1;195;154;71;83;50;24;26;0.79;2.17;4.82;-2;12;-9;-1
9;0;201;148;71;77;51;24;27;0.75;1.76;5.53;-1;6;-6;1
10;0;218;128;59;69;54;25;29;0.72;2.12;5.56;0;17;-20;3
11;0;210;135;56;79;55;27;28;0.7;2.15;5.44;0;-8;7;1
12;0;218;131;55;76;51;23;28;0.81;1.85;4.75;0;8;-4;-4
13;0;238;121;55;66;41;23;18;0.91;2.31;3.68;0;20;-10;-10
14;0;241;119;51;68;40;23;17;1.03;2.43;3.75;0;3;-2;-1
15;0;242;120;58;62;38;21;17;1.27;2.18;4.29;0;1;1;-2
16;0;245;115;55;60;40;20;20;1.28;2.15;3.88;0;3;-5;2
17;0;242;119;61;58;39;20;19;1.33;2.36;3.92;0;-3;4;-1
18;0;241;125;66;59;34;17;17;1.37;2.1;4.06;0;-1;6;-5
19;0;232;129;67;62;39;17;22;1.42;2.11;3.95;0;-9;4;5
20;0;234;126;59;67;40;18;22;1.29;1.94;4.25;0;2;-3;1
21;0;224;134;60;74;42;19;23;1.35;1.66;4.5;0;-10;8;2
22;0;214;142;69;73;44;20;24;1.52;2.08;4;0;-10;8;2
23;0;225;135;65;70;40;19;21;1.43;2.03;4.33;0;11;-7;-4
24;0;222;140;72;68;38;18;20;1.41;2.02;4.76;0;-3;5;-2
25;0;223;137;72;65;40;17;23;1.22;2.12;3.98;0;1;-3;2
26;0;236;125;58;67;39;17;22;1.22;2.28;3.59;0;13;-12;-1
27;0;236;123;56;67;41;20;21;1.28;2.24;4.07;0;0;-2;2
28;0;240;119;49;70;41;21;20;1.31;2.29;3.56;0;4;-4;0
29;0;243;115;49;66;42;20;22;1.32;2.17;3.38;0;3;-4;1
30;0;243;114;59;55;43;20;23;1.44;1.9;3.74;0;0;-1;1
31;0;260;106;58;48;34;16;18;1.42;2.08;4;0;17;-8;-9
32;0;253;109;58;51;38;19;19;1.67;2.12;4.08;0;-7;3;4
33;0;257;108;57;51;35;15;20;1.74;2;4.11;0;4;-1;-3
34;0;265;99;47;52;36;19;17;1.79;2.15;4.19;0;8;-9;1
35;0;253;107;54;53;40;24;16;1.85;1.96;3.98;0;-12;8;4
36;0;260;101;52;49;39;25;14;1.87;2.06;4.08;0;7;-6;-1
37;0;262;96;50;46;42;24;18;1.97;2.16;3.62;0;2;-5;3
38;0;266;89;50;39;45;26;19;1.97;2;3.36;0;4;-7;3
39;0;268;85;45;40;47;27;20;1.99;2.36;3.72;0;2;-4;2
40;0;272;83;44;39;45;23;22;2.11;2.57;3.73;0;4;-2;-2
41;0;273;80;45;35;47;26;21;2.18;2.34;4.04;0;1;-3;2
42;0;268;84;46;38;48;26;22;2.22;2.42;3.9;0;-5;4;1
43;0;262;86;47;39;52;29;23;2.19;2.37;3.5;0;-6;2;4
44;0;268;82;43;39;50;23;27;2.18;2.16;3.64;0;6;-4;-2
45;0;276;77;39;38;47;22;25;2.2;2.12;3.66;0;8;-5;-3
46;0;276;78;36;42;46;21;25;2.39;2.29;3.78;0;0;1;-1
47;0;278;76;30;46;46;20;26;2.45;1.96;3.3;0;2;-2;0
48;0;283;73;27;46;44;19;25;2.47;2.19;2.59;0;5;-3;-2
49;0;285;78;29;49;37;15;22;2.53;2.28;3.08;0;2;5;-7
50;0;284;81;32;49;35;13;22;2.71;2.12;3.43;0;-1;3;-2
51;0;287;77;34;43;36;15;21;2.74;1.97;4.03;0;3;-4;1
52;0;289;75;33;42;36;15;21;2.82;1.92;4.31;0;2;-2;0
53;0;288;74;31;43;38;15;23;2.88;2.04;3.63;0;-1;-1;2
54;0;294;73;31;42;33;15;18;2.94;2.25;3.88;0;6;-1;-5
55;0;294;74;32;42;32;14;18;3.05;2.05;3.59;0;0;1;-1
56;0;294;75;34;41;31;14;17;3.09;1.76;3.84;0;0;1;-1
57;0;299;70;33;37;31;13;18;3.01;2.07;3.84;0;5;-5;0
58;0;295;69;34;35;36;16;20;3.05;1.81;4.06;0;-4;-1;5
59;0;292;72;39;33;36;19;17;3.09;2.08;3.78;0;-3;3;0
60;0;295;72;39;33;33;17;16;3.14;2.03;2.94;0;3;0;-3
61;0;288;80;45;35;32;17;15;3.24;1.94;3.09;0;-7;8;-1
62;0;292;79;47;32;29;18;11;3.17;1.51;3.24;0;4;-1;-3
63;0;298;73;47;26;29;18;11;3.07;1.95;3.66;0;6;-6;0
64;0;300;72;47;25;28;18;10;3.12;2.24;4.39;0;2;-1;-1
65;0;296;76;47;29;28;19;9;3.19;2.34;4.46;0;-4;4;0
66;0;298;72;46;26;30;20;10;3.15;2.35;3.27;0;2;-4;2
67;0;308;64;34;30;28;17;11;3.12;2.28;3.04;0;10;-8;-2
