Day;nrEmpty;nrGrass;nrRabbits;nrFemaleRabbits;nrMaleRabbits;nrFoxes;nrFemaleFoxes;nrMaleFoxes;av.LevelGRass;av.AgeRabbit;av.AgeFox;changeOfEmpty;changeOfGrass;changeOfRabbit;changeOfFox;
Initial Day;111;99;163;87;76;27;15;12;1;0;0;111;99;163;27
1;11;205;157;84;73;27;15;12;3.31;1;1;-100;106;-6;0
2;4;217;152;80;72;27;15;12;3.09;2;2;-7;12;-5;0
3;19;159;195;109;86;27;15;12;2.18;1.28;3;15;-58;43;0
4;11;197;164;90;74;28;15;13;1.37;1.82;3.39;-8;38;-31;1
5;5;195;164;81;83;36;16;20;1.54;2.27;3.31;-6;-2;0;8
6;4;176;181;89;92;39;18;21;1.27;2.1;3.38;-1;-19;17;3
7;1;185;174;79;95;40;17;23;0.75;2.24;3.85;-3;9;-7;1
8;2;186;169;82;87;43;17;26;0.73;2.17;4.44;1;1;-5;3
9;0;185;169;88;81;46;19;27;0.52;1.64;4.61;-2;-1;0;3
10;0;185;166;79;87;49;22;27;0.38;1.78;4.8;0;0;-3;3
11;0;198;158;78;80;44;19;25;0.38;1.82;4.91;0;13;-8;-5
12;0;210;150;73;77;40;18;22;0.39;1.83;4.25;0;12;-8;-4
13;0;221;143;68;75;36;16;20;0.63;1.64;4.11;0;11;-7;-4
14;0;215;149;72;77;36;17;19;0.73;1.85;4.39;0;-6;6;0
15;0;219;144;63;81;37;17;20;0.81;1.92;4.65;0;4;-5;1
16;0;221;139;62;77;40;19;21;0.9;1.78;4.63;0;2;-5;3
17;0;211;147;74;73;42;21;21;0.99;1.97;3.64;0;-10;8;2
18;0;208;153;78;75;39;22;17;0.98;1.85;3.92;0;-3;6;-3
19;0;210;150;76;74;40;23;17;0.99;1.85;4.08;0;2;-3;1
20;0;219;142;67;75;39;22;17;0.95;1.92;4.41;0;9;-8;-1
21;0;216;143;65;78;41;23;18;0.91;2.02;3.8;0;-3;1;2
22;0;224;134;60;74;42;24;18;0.92;1.84;3.95;0;8;-9;1
23;0;235;128;60;68;37;20;17;1;2.05;4.19;0;11;-6;-5
24;0;237;125;58;67;38;20;18;1.18;2.06;4.63;0;2;-3;1
25;0;227;128;65;63;45;25;20;1.13;2.11;4.11;0;-10;3;7
26;0;228;126;64;62;46;23;23;1.06;2.13;4.24;0;1;-2;1
27;0;229;126;63;63;45;22;23;1.1;2.21;3.8;0;1;0;-1
28;0;230;129;67;62;41;19;22;1.09;2.11;3.54;0;1;3;-4
29;0;230;131;66;65;39;20;19;1.21;1.75;3.31;0;0;2;-2
30;0;247;116;60;56;37;18;19;1.18;2.07;3.57;0;17;-15;-2
31;0;248;112;59;53;40;22;18;1.33;2.18;3.1;0;1;-4;3
32;0;245;116;61;55;39;21;18;1.44;2.16;3.54;0;-3;4;-1
33;0;248;108;58;50;44;24;20;1.42;1.98;3.98;0;3;-8;5
34;0;252;105;48;57;43;24;19;1.53;2.04;3.67;0;4;-3;-1
35;0;251;98;52;46;51;29;22;1.58;2.18;3.69;0;-1;-7;8
36;0;244;103;54;49;53;25;28;1.73;2.32;3.64;0;-7;5;2
37;0;244;105;60;45;51;26;25;1.71;1.9;3.51;0;0;2;-2
38;0;255;95;57;38;50;25;25;1.78;2.18;3.4;0;11;-10;-1
39;0;249;95;52;43;56;27;29;1.85;2.15;3.25;0;-6;0;6
40;0;254;89;46;43;57;27;30;1.72;1.8;3.18;0;5;-6;1
41;0;262;84;43;41;54;24;30;1.72;2.08;3.09;0;8;-5;-3
42;0;264;82;43;39;54;22;32;1.91;2.32;3.3;0;2;-2;0
43;0;263;81;45;36;56;19;37;1.97;2.1;3.13;0;-1;-1;2
44;0;267;75;44;31;58;22;36;2.03;2.19;3.02;0;4;-6;2
45;0;272;71;39;32;57;21;36;2;2.17;3.51;0;5;-4;-1
46;0;262;84;45;39;54;22;32;2.3;1.9;3.91;0;-10;13;-3
47;0;266;82;38;44;52;23;29;2.32;1.94;3.96;0;4;-2;-2
48;0;278;69;35;34;53;24;29;2.12;2.17;3.42;0;12;-13;1
49;0;276;70;30;40;54;24;30;2.3;1.44;3.46;0;-2;1;1
50;0;282;67;26;41;51;25;26;2.4;1.79;3.06;0;6;-3;-3
51;0;291;61;25;36;48;22;26;2.47;2.15;3.42;0;9;-6;-3
52;0;286;62;21;41;52;26;26;2.57;1.9;3.92;0;-5;1;4
53;0;286;55;19;36;59;28;31;2.69;2.36;3.15;0;0;-7;7
54;0;290;56;20;36;54;25;29;2.64;2.18;3.09;0;4;1;-5
55;0;298;50;21;29;52;22;30;2.7;1.6;2.96;0;8;-6;-2
56;0;307;43;22;21;50;21;29;2.76;1.98;3.6;0;9;-7;-2
57;0;300;48;28;20;52;22;30;2.94;1.9;3.69;0;-7;5;2
58;0;305;44;25;19;51;24;27;3.09;1.93;3.76;0;5;-4;-1
59;0;309;44;21;23;47;20;27;3.12;2.18;3.66;0;4;0;-4
60;0;313;45;20;25;42;17;25;3.23;2.09;3.4;0;4;1;-5
61;0;318;42;20;22;40;20;20;3.25;2.02;2.8;0;5;-3;-2
62;0;328;38;20;18;34;19;15;3.36;2.87;2.88;0;10;-4;-6
63;0;329;37;20;17;34;19;15;3.42;2.59;3.12;0;1;-1;0
64;0;324;38;22;16;38;19;19;3.59;2.53;2.63;0;-5;1;4
65;0;326;36;20;16;38;17;21;3.68;2.81;3.05;0;2;-2;0
66;0;334;32;17;15;34;15;19;3.64;2.84;3.74;0;8;-4;-4
